RW1,1,B
RW1,2,D
RW1,3,A
RW1,4,B
RW1,5,D
RW1,6,D
RW1,7,D
RW1,8,B
RW1,9,D
RW1,10,D
RW1,11,D
RW1,12,C
RW1,13,D
RW1,14,A
RW1,15,A
RW1,16,D
RW1,17,A
RW1,18,C
RW1,19,C
RW1,20,C
RW1,21,D
RW1,22,A
RW1,23,A
RW1,24,A
RW1,25,C
RW1,26,A
RW1,27,B
RW2,1,B
RW2,2,C
RW2,3,A
RW2,4,A
RW2,5,A
RW2,6,B
RW2,7,A
RW2,8,D
RW2,9,C
RW2,10,C
RW2,11,B
RW2,12,D
RW2,13,B
RW2,14,A
RW2,15,C
RW2,16,D
RW2,17,B
RW2,18,D
RW2,19,A
RW2,20,C
RW2,21,B
RW2,22,D
RW2,23,D
RW2,24,B
RW2,25,A
RW2,26,A
RW2,27,C
