RW1,1,A
RW1,2,D
RW1,3,C
RW1,4,C
RW1,5,A
RW1,6,B
RW1,7,A
RW1,8,B
RW1,9,C
RW1,10,B
RW1,11,A
RW1,12,C
RW1,13,A
RW1,14,D
RW1,15,C
RW1,16,D
RW1,17,C
RW1,18,B
RW1,19,B
RW1,20,C
RW1,21,D
RW1,22,A
RW1,23,B
RW1,24,A
RW1,25,A
RW1,26,D
RW1,27,D
RW2,1,B
RW2,2,B
RW2,3,1
RW2,4,A
RW2,5,C
RW2,6,D
RW2,7,B
RW2,8,D
RW2,9,C
RW2,10,A
RW2,11,A
RW2,12,C
RW2,13,D
RW2,14,D
RW2,15,B
RW2,16,A
RW2,17,C
RW2,18,D
RW2,19,D
RW2,20,D
RW2,21,C
RW2,22,D
RW2,23,A
RW2,24,A
RW2,25,A
RW2,26,A
RW2,27,D
