RW1,1,D
RW1,2,A
RW1,3,B
RW1,4,A
RW1,5,C
RW1,6,缺题
RW1,7,B
RW1,8,C
RW1,9,B
RW1,10,B
RW1,11,A
RW1,12,D
RW1,13,B
RW1,14,C
RW1,15,A
RW1,16,A
RW1,17,D
RW1,18,D
RW1,19,D
RW1,20,A
RW1,21,C缺题-补的亚太 B的M2-25题
RW1,22,A
RW1,23,B
RW1,24,C
RW1,25,D
RW1,26,缺题
RW1,27,C
RW2,1,A
RW2,2,D
RW2,3,A
RW2,4,A
RW2,5,D
RW2,6,D
RW2,7,D
RW2,8,C
RW2,9,B
RW2,10,A
RW2,11,C
RW2,12,D
RW2,13,D
RW2,14,D
RW2,15,B
RW2,16,C
RW2,17,C
RW2,18,D
RW2,19,缺题
RW2,20,D
RW2,21,D
RW2,22,D
RW2,23,D
RW2,24,A
RW2,25,B
RW2,26,缺题
RW2,27,B
