RW1,1,D
RW1,2,C
RW1,3,C
RW1,4,A
RW1,5,C
RW1,6,A
RW1,7,D
RW1,8,A
RW1,9,B
RW1,10,B
RW1,11,D
RW1,12,A
RW1,13,C
RW1,14,A
RW1,15,A
RW1,16,A
RW1,17,B
RW1,18,B
RW1,19,B
RW1,20,B
RW1,21,D
RW1,22,A
RW1,23,D
RW1,24,B
RW1,25,D
RW1,26,B
RW1,27,D
RW2,1,D
RW2,2,A
RW2,3,C
RW2,4,B
RW2,5,A
RW2,6,C
RW2,7,A
RW2,8,B
RW2,9,B
RW2,10,B
RW2,11,D
RW2,12,B
RW2,13,D
RW2,14,B
RW2,15,B
RW2,16,D
RW2,17,B
RW2,18,D
RW2,19,C
RW2,20,B
RW2,21,C
RW2,22,C
RW2,23,C
RW2,24,B
RW2,25,A
RW2,26,B
RW2,27,D
MATH1,1,A
MATH1,2,A
MATH1,3,100
MATH1,4,D
MATH1,5,C
MATH1,6,D
MATH1,7,B
MATH1,8,A
MATH1,9,C
MATH1,10,0.143
MATH1,11,8
MATH1,12,A
MATH1,13,B
MATH1,14,C
MATH1,15,D
MATH1,16,9
MATH1,17,D
MATH1,18,A
MATH1,19,24000
MATH1,20,C
MATH1,21,363
MATH1,22,-16
MATH2,1,A
MATH2,2,B
MATH2,3,3
MATH2,4,A
MATH2,5,A
MATH2,6,A
MATH2,7,15000
MATH2,8,B
MATH2,9,B
MATH2,10,A
MATH2,11,C
MATH2,12,A
MATH2,13,B
MATH2,14,A
MATH2,15,133
MATH2,16,C
MATH2,17,B
MATH2,18,A
MATH2,19,12
MATH2,20,46103
MATH2,21,A
MATH2,22,C
