RW1,1,D
RW1,2,C
RW1,3,D
RW1,4,D
RW1,5,B
RW1,6,B
RW1,7,B
RW1,8,A
RW1,9,C
RW1,10,B
RW1,11,C
RW1,12,C
RW1,13,D
RW1,14,C
RW1,15,D
RW1,16,D
RW1,17,D
RW1,18,C
RW1,19,B
RW1,20,B
RW1,21,C
RW1,22,A
RW1,23,C
RW1,24,B
RW1,25,C
RW1,26,C
RW1,27,D
RW2,1,A
RW2,2,D
RW2,3,C
RW2,4,D
RW2,5,D
RW2,6,B
RW2,7,C
RW2,8,B
RW2,9,B
RW2,10,B
RW2,11,A
RW2,12,B
RW2,13,C
RW2,14,B
RW2,15,B
RW2,16,C
RW2,17,B
RW2,18,B
RW2,19,C
RW2,20,A
RW2,21,B
RW2,22,B
RW2,23,A
RW2,24,A
RW2,25,C
