RW1,1,A
RW1,2,A
RW1,3,D
RW1,4,A
RW1,5,A
RW1,6,B
RW1,7,D
RW1,8,A
RW1,9,D
RW1,10,C
RW1,11,D
RW1,12,A
RW1,13,B
RW1,14,B
RW1,15,C
RW1,16,B
RW1,17,C
RW1,18,B
RW1,19,B
RW1,20,D
RW1,21,B
RW1,22,A
RW1,23,A
RW1,24,C
RW1,25,D
RW1,26,B
RW1,27,A
RW2,1,A
RW2,2,B
RW2,3,C
RW2,4,C
RW2,5,A
RW2,6,B
RW2,7,B
RW2,8,C
RW2,9,A
RW2,10,D
RW2,11,D
RW2,12,B
RW2,13,D
RW2,14,D
RW2,15,B
RW2,16,C
RW2,17,A
RW2,18,D
RW2,19,A
RW2,20,B
RW2,21,D
RW2,22,A
RW2,23,B
RW2,24,A
RW2,25,C
RW2,26,C
RW2,27,A
MATH1,1,"4.8, 2.4"
MATH1,2,A
MATH1,3,D
MATH1,4,17
MATH1,5,6
MATH1,6,A
MATH1,7,31152
MATH1,8,A
MATH1,9,C
MATH1,10,C
MATH1,11,D
MATH1,12,A
MATH1,13,D
MATH1,14,B
MATH1,15,D
MATH1,16,25
MATH1,17,B
MATH1,18,121
MATH1,19,A
MATH1,20,B
MATH1,21,D
MATH1,22,B
MATH2,1,B
MATH2,2,B
MATH2,3,B
MATH2,4,C
MATH2,5,C
MATH2,6,5
MATH2,7,C
MATH2,8,D
MATH2,9,B
MATH2,10,24
MATH2,11,76
MATH2,12,C
MATH2,13,A
MATH2,14,A
MATH2,15,B
MATH2,16,C
MATH2,17,405
MATH2,18,A
MATH2,19,B
MATH2,20,B
MATH2,21,-3
MATH2,22,C
