RW1,1,C
RW1,2,D
RW1,3,B
RW1,4,A
RW1,5,C
RW1,6,D
RW1,7,D
RW1,8,B
RW1,9,A
RW1,10,A
RW1,11,D
RW1,12,B
RW1,13,A
RW1,14,C
RW1,15,D
RW1,16,D
RW1,17,C
RW1,18,C
RW1,19,B
RW1,20,C
RW1,21,C
RW1,22,B
RW1,23,D
RW1,24,B
RW1,25,B
RW1,26,C
RW1,27,C
RW2,1,D
RW2,2,B
RW2,3,B
RW2,4,C
RW2,5,D
RW2,6,A
RW2,7,C
RW2,8,A
RW2,9,B
RW2,10,D
RW2,11,C
RW2,12,B
RW2,13,C
RW2,14,D
RW2,15,D
RW2,16,B
RW2,17,C
RW2,18,B
RW2,19,B
RW2,20,B
RW2,21,D
RW2,22,C
RW2,23,C
RW2,24,D
RW2,25,C
RW2,26,B
RW2,27,D
MATH1,1,C
MATH1,2,A
MATH1,3,B
MATH1,4,D
MATH1,5,3800
MATH1,6,B
MATH1,7,C
MATH1,8,A
MATH1,9,D
MATH1,10,A
MATH1,11,43
MATH1,12,343
MATH1,13,D
MATH1,14,A
MATH1,15,28
MATH1,16,C
MATH1,17,C
MATH1,18,A
MATH1,19,B
MATH1,20,"9/17, 0.529"
MATH1,21,C
MATH1,22,D
MATH2,1,B
MATH2,2,A
MATH2,3,B
MATH2,4,8
MATH2,5,D
MATH2,6,C
MATH2,7,C
MATH2,8,"36/13, 2.769"
MATH2,9,B
MATH2,10,D
MATH2,11,D
MATH2,12,B
MATH2,13,D
MATH2,14,D
MATH2,15,A
MATH2,16,A
MATH2,17,10/3 3.333
MATH2,18,C
MATH2,19,"27/4, 6.75"
MATH2,20,C
MATH2,21,B
MATH2,22,"17/2, 8.5"
