RW1,1,c
RW1,2,a
RW1,3,c
RW1,4,b
RW1,5,b
RW1,6,c
RW1,7,c
RW1,8,a
RW1,9,a
RW1,10,c
RW1,11,d
RW1,12,c
RW1,13,b
RW1,14,b
RW1,15,b
RW1,16,c
RW1,17,a
RW1,18,d
RW1,19,c
RW1,20,a
RW1,21,d
RW1,22,d
RW1,23,b
RW1,24,b
RW1,25,a
RW1,26,c
RW1,27,c
RW2,1,c
RW2,2,c
RW2,3,a
RW2,4,a
RW2,5,c
RW2,6,d
RW2,7,d
RW2,8,a
RW2,9,c
RW2,10,b
RW2,11,b
RW2,12,b
RW2,13,c
RW2,14,a
RW2,15,a
RW2,16,b
RW2,17,a
RW2,18,a
RW2,19,c
RW2,20,b
RW2,21,d
RW2,22,c
RW2,23,a
RW2,24,c
RW2,25,d
RW2,26,b
RW2,27,b
MATH1,1,19
MATH1,2,d
MATH1,3,d
MATH1,4,a
MATH1,5,a
MATH1,6,c
MATH1,7,20
MATH1,8,a
MATH1,9,"9/50, .18"
MATH1,10,a
MATH1,11,c
MATH1,12,13-Apr
MATH1,13,b
MATH1,14,c
MATH1,15,b
MATH1,16,100
MATH1,17,d
MATH1,18,c
MATH1,19,d
MATH1,20,b
MATH1,21,d
MATH1,22,d
MATH2,1,b
MATH2,2,"3/2, 1.5"
MATH2,3,c
MATH2,4,b
MATH2,5,-9
MATH2,6,b
MATH2,7,a
MATH2,8,b
MATH2,9,c
MATH2,10,312
MATH2,11,d
MATH2,12,a
MATH2,13,c
MATH2,14,d
MATH2,15,2
MATH2,16,c
MATH2,17,198.9
MATH2,18,Jul-72
MATH2,19,d
MATH2,20,d
MATH2,21,c
MATH2,22,d
