RW1,1,A
RW1,2,D
RW1,3,A
RW1,4,C
RW1,5,A
RW1,6,B
RW1,7,B
RW1,8,C
RW1,9,B
RW1,10,C
RW1,11,D
RW1,12,D
RW1,13,D
RW1,14,B
RW1,15,D
RW1,16,B
RW1,17,B
RW1,18,A
RW1,19,C
RW1,20,A
RW1,21,D
RW1,22,D
RW1,23,B
RW1,24,B
RW1,25,A
RW1,26,A
RW1,27,C
RW2,1,D
RW2,2,C
RW2,3,A
RW2,4,D
RW2,5,C
RW2,6,C
RW2,7,D
RW2,8,B
RW2,9,D
RW2,10,D
RW2,11,C
RW2,12,D
RW2,13,D
RW2,14,A
RW2,15,B
RW2,16,C
RW2,17,A
RW2,18,C
RW2,19,D
RW2,20,C
RW2,21,D
RW2,22,A
RW2,23,D
RW2,24,D
RW2,25,D
RW2,26,B
RW2,27,C
MATH1,1,C
MATH1,2,A
MATH1,3,D
MATH1,4,D
MATH1,5,62
MATH1,6,B
MATH1,7,6
MATH1,8,15
MATH1,9,A
MATH1,10,A
MATH1,11,51
MATH1,12,C
MATH1,13,89
MATH1,14,D
MATH1,15,49
MATH1,16,324
MATH1,17,C
MATH1,18,B
MATH1,19,C
MATH1,20,D
MATH1,21,D
MATH1,22,B
MATH2,1,B
MATH2,2,B
MATH2,3,A
MATH2,4,B
MATH2,5,D
MATH2,6,D
MATH2,7,A
MATH2,8,46166 or 4.8
MATH2,9,A
MATH2,10,D
MATH2,11,19.6
MATH2,12,A
MATH2,13,C
MATH2,14,C
MATH2,15,A
MATH2,16,11
MATH2,17,A
MATH2,18,C
MATH2,19,1360
MATH2,20,B
MATH2,21,D
MATH2,22,-13
