RW1,7,A
RW1,8,D
RW1,10,D
RW1,11,C
RW1,15,A
RW1,26,D
RW2,3,D
RW2,8,B
RW2,24,D
RW2,26,A
MATH1,1,D
MATH1,2,A
MATH1,3,A
MATH1,4,24
MATH1,5,A
MATH1,6,C
MATH1,7,3510
MATH1,8,B
MATH1,9,29
MATH1,10,A
MATH1,11,B
MATH1,12,B
MATH1,13,C
MATH1,14,B
MATH1,15,D
MATH1,16,257
MATH1,17,20
MATH1,18,D
MATH1,19,D
MATH1,20,C
MATH1,21,1/2 or 0.5 or .5
MATH1,22,D
MATH2,1,A
MATH2,2,C
MATH2,3,A
MATH2,4,B
MATH2,5,B
MATH2,6,D
MATH2,7,400
MATH2,8,5.94
MATH2,9,C
MATH2,10,D
MATH2,11,B
MATH2,12,A
MATH2,13,B
MATH2,14,B
MATH2,15,14
MATH2,16,B
MATH2,17,D
MATH2,18,D
MATH2,19,C
MATH2,20,292/3 or 97.33
MATH2,21,638
MATH2,22,1215
