RW1,1,C
RW1,2,C
RW1,3,B
RW1,4,A
RW1,5,C
RW1,6,A
RW1,7,A
RW1,8,B
RW1,9,A
RW1,10,D
RW1,11,B
RW1,12,A
RW1,13,A
RW1,14,D
RW1,15,B
RW1,16,D
RW1,17,A
RW1,18,D
RW1,19,D
RW1,20,B
RW1,21,D
RW1,22,A
RW1,23,A
RW1,24,B
RW1,25,B
RW1,26,B
RW1,27,D
RW2,1,B
RW2,2,C
RW2,3,C
RW2,4,C
RW2,5,D
RW2,6,B
RW2,7,B
RW2,8,C
RW2,9,C
RW2,10,B
RW2,11,A
RW2,12,C
RW2,13,D
RW2,14,A
RW2,15,C
RW2,16,B
RW2,17,D
RW2,18,D
RW2,19,C
RW2,20,B
RW2,21,D
RW2,22,B
RW2,23,C
RW2,24,B
RW2,25,B
RW2,26,C
RW2,27,B
MATH1,1,C
MATH1,2,B
MATH1,3,A
MATH1,4,D
MATH1,5,D
MATH1,6,76
MATH1,7,C
MATH1,8,C
MATH1,9,44
MATH1,10,B
MATH1,11,24
MATH1,12,B
MATH1,13,A
MATH1,14,D
MATH1,15,1
MATH1,16,B
MATH1,17,A
MATH1,18,188
MATH1,19,226
MATH1,20,D
MATH1,21,6.6 or 33/5
MATH1,22,D
MATH2,1,D
MATH2,2,A
MATH2,3,A
MATH2,4,C
MATH2,5,B
MATH2,6,D
MATH2,7,D
MATH2,8,C
MATH2,9,B
MATH2,10,B
MATH2,11,D
MATH2,12,D
MATH2,13,-1.714285714
MATH2,14,B
MATH2,15,C
MATH2,16,D
MATH2,17,C
MATH2,18,167
MATH2,19,1821
MATH2,20,B
MATH2,21,-1.6
MATH2,22,391
