RW1,1,C
RW1,2,A
RW1,3,D
RW1,4,C
RW1,5,A
RW1,6,A
RW1,7,A
RW1,8,C
RW1,9,D
RW1,10,A
RW1,11,D
RW1,12,A
RW1,13,D
RW1,14,D
RW1,15,C
RW1,16,A
RW1,17,A
RW1,18,A
RW1,19,C
RW1,20,B
RW1,21,A
RW1,22,C
RW1,23,B
RW1,24,C
RW1,25,A
RW1,26,B
RW1,27,A
RW2,1,B
RW2,2,A
RW2,3,D
RW2,4,B
RW2,5,B
RW2,6,C
RW2,7,D
RW2,8,B
RW2,9,A
RW2,10,A
RW2,11,C
RW2,12,B
RW2,13,C
RW2,14,C
RW2,15,C
RW2,16,C
RW2,17,A
RW2,18,C
RW2,19,D
RW2,20,C
RW2,21,D
RW2,22,B
RW2,23,D
RW2,24,A
RW2,25,D
RW2,26,A
RW2,27,A
MATH1,1,A
MATH1,2,D
MATH1,3,D
MATH1,4,A
MATH1,5,D
MATH1,6,A
MATH1,7,3
MATH1,8,2
MATH1,9,D
MATH1,10,B
MATH1,11,C
MATH1,12,A
MATH1,13,A
MATH1,14,D
MATH1,15,C
MATH1,16,C
MATH1,17,2
MATH1,18,580.6
MATH1,19,C
MATH1,20,A
MATH1,21,D
MATH1,22,20
MATH2,1,15625
MATH2,2,D
MATH2,3,D
MATH2,4,D
MATH2,5,A
MATH2,6,A
MATH2,7,A
MATH2,8,C
MATH2,9,253
MATH2,10,A
MATH2,11,B
MATH2,12,4.41
MATH2,13,C
MATH2,14,B
MATH2,15,B
MATH2,16,D
MATH2,17,A
MATH2,18,A
MATH2,19,17
MATH2,20,A
MATH2,21,49
MATH2,22,A
