RW1,1,c
RW1,2,c
RW1,3,a
RW1,4,b
RW1,5,b
RW1,6,d
RW1,7,c
RW1,8,d
RW1,9,d
RW1,10,a
RW1,11,a
RW1,12,d
RW1,13,c
RW1,14,a
RW1,15,b
RW1,16,c
RW1,17,d
RW1,18,c
RW1,19,c
RW1,20,b
RW1,21,a
RW1,22,c
RW1,23,c
RW1,24,c
RW1,25,d
RW1,26,a
RW1,27,d
RW2,1,b
RW2,2,c
RW2,3,d
RW2,4,b
RW2,5,d
RW2,6,d
RW2,7,d
RW2,8,b
RW2,9,a
RW2,10,d
RW2,11,a
RW2,12,c
RW2,13,a
RW2,14,a
RW2,15,c
RW2,16,d
RW2,17,d
RW2,18,b
RW2,19,d
RW2,20,b
RW2,21,b
RW2,22,a
RW2,23,d
RW2,24,a
RW2,25,b
RW2,26,c
RW2,27,b
