RW1,1,C
RW1,2,A
RW1,3,C
RW1,4,D
RW1,S,C
RW1,6,D
RW1,7,A
RW1,8,C
RW1,9,A
RW1,10,C
RW1,11,C
RW1,12,A
RW1,13,D
RW1,14,C
RW1,15,A
RW1,16,B
RW1,17,C
RW1,18,D
RW1,19,C
RW1,20,B
RW1,21,A
RW1,22,B
RW1,23,C
RW1,24,C
RW1,25,D
RW1,26,B
RW1,27,B
RW2,1,B
RW2,2,A
RW2,3,A
RW2,4,A
RW2,5,C
RW2,6,C
RW2,7,C
RW2,8,B
RW2,9,D
RW2,10,D
RW2,11,C
RW2,12,C
RW2,13,C
RW2,14,D
RW2,15,A
RW2,16,C
RW2,17,B
RW2,18,D
RW2,19,B
RW2,20,B
RW2,21,D
RW2,22,A
RW2,23,B
RW2,24,B
RW2,25,D
RW2,26,D
RW2,27,B
MATH1,1,D
MATH1,2,D
MATH1,3,B
MATH1,4,C
MATH1,5,30
MATH1,6,D
MATH1,7,76
MATH1,8,50
MATH1,9,6
MATH1,10,D
MATH1,11,D
MATH1,12,58
MATH1,13,B
MATH1,14,A
MATH1,15,D
MATH1,16,A
MATH1,17,D
MATH1,18,C
MATH1,19,D
MATH1,20,D
MATH1,21,40556
MATH1,22,6.5
MATH2,1,C
MATH2,2,C
MATH2,3,C
MATH2,4,A
MATH2,5,-26
MATH2,6,B
MATH2,7,B
MATH2,8,3
MATH2,9,A
MATH2,10,C
MATH2,11,0.25
MATH2,12,B
MATH2,13,A
MATH2,14,B
MATH2,15,C
MATH2,16,C
MATH2,17,B
MATH2,18,C
MATH2,19,B
MATH2,20,C
MATH2,21,11.46
MATH2,22,33
